# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.417500000000000E+009;1.755932718515396E-001;-6.133691594004631E-002;-1.029398175887764E-003;4.926034715026617E-003;
2.417666666666667E+009;1.749233007431030E-001;-6.121755763888359E-002;-8.110278868116438E-004;4.901696927845478E-003;
2.417833333333334E+009;1.741856634616852E-001;-6.148161366581917E-002;-6.908376817591488E-004;4.860658198595047E-003;
2.418000000000000E+009;1.730440109968185E-001;-6.191135197877884E-002;-5.527593311853707E-004;4.923082422465086E-003;
2.418166666666667E+009;1.721452474594116E-001;-6.211472675204277E-002;-3.855157992802560E-004;4.981728736311197E-003;
2.418333333333334E+009;1.712888777256012E-001;-6.254012137651444E-002;-1.577568036736921E-004;4.902915563434362E-003;
2.418500000000000E+009;1.701595485210419E-001;-6.298004835844040E-002;1.688242482487112E-004;4.946649540215731E-003;
2.418666666666667E+009;1.690476685762405E-001;-6.339009851217270E-002;8.779080235399306E-005;4.986976273357868E-003;
2.418833333333334E+009;1.677630245685577E-001;-6.406026333570480E-002;4.245021846145392E-004;5.018974654376507E-003;
2.419000000000000E+009;1.665894687175751E-001;-6.452021002769470E-002;5.966543103568256E-004;4.793385509401560E-003;
2.419166666666667E+009;1.653663218021393E-001;-6.531248241662979E-002;6.972911651246250E-004;4.889395087957382E-003;
2.419333333333334E+009;1.640785336494446E-001;-6.576747447252274E-002;8.584338938817382E-004;4.736472386866808E-003;
2.419500000000000E+009;1.628830581903458E-001;-6.673486530780792E-002;1.236047479324043E-003;4.805036354810000E-003;
2.419666666666667E+009;1.617993414402008E-001;-6.771229952573776E-002;1.265056547708809E-003;4.827784840017557E-003;
2.419833333333334E+009;1.603980064392090E-001;-6.851397454738617E-002;1.374447834677994E-003;4.729656036943197E-003;
2.420000000000000E+009;1.593662202358246E-001;-6.974420696496964E-002;1.538584241643548E-003;4.725531209260225E-003;
2.420166666666667E+009;1.582847237586975E-001;-7.076434791088104E-002;1.735523226670921E-003;4.603845998644829E-003;
2.420333333333334E+009;1.571488976478577E-001;-7.202076911926270E-002;1.870993408374488E-003;4.509823862463236E-003;
2.420500000000000E+009;1.561561971902847E-001;-7.312851399183273E-002;2.080350182950497E-003;4.560612607747316E-003;
2.420666666666667E+009;1.551835238933563E-001;-7.453428953886032E-002;2.294586505740881E-003;4.395827185362577E-003;
2.420833333333334E+009;1.541913449764252E-001;-7.606842368841171E-002;2.366193104535341E-003;4.324768669903278E-003;
2.421000000000000E+009;1.533177793025971E-001;-7.770477980375290E-002;2.520745387300849E-003;4.276779014617205E-003;
2.421166666666667E+009;1.526998728513718E-001;-7.915637642145157E-002;2.733038039878011E-003;4.198849201202393E-003;
2.421333333333334E+009;1.519187390804291E-001;-8.080017566680908E-002;2.926776418462396E-003;4.039621911942959E-003;
2.421500000000000E+009;1.513299793004990E-001;-8.231645077466965E-002;2.964644460007548E-003;3.901804797351360E-003;
2.421666666666667E+009;1.506998538970947E-001;-8.406096696853638E-002;3.040663897991180E-003;3.890142310410738E-003;
2.421833333333334E+009;1.504140943288803E-001;-8.562404662370682E-002;3.220954677090049E-003;3.837201977148652E-003;
2.422000000000000E+009;1.499082595109940E-001;-8.731290698051453E-002;3.283285768702626E-003;3.687348216772080E-003;
2.422166666666667E+009;1.496742069721222E-001;-8.935720473527908E-002;3.492076182737947E-003;3.487536683678627E-003;
2.422333333333334E+009;1.495473682880402E-001;-9.094355255365372E-002;3.673583036288619E-003;3.335671033710241E-003;
2.422500000000000E+009;1.495199501514435E-001;-9.246470779180527E-002;3.659062553197146E-003;3.269468201324344E-003;
2.422666666666667E+009;1.491983979940414E-001;-9.444783627986908E-002;3.900989890098572E-003;3.035529283806682E-003;
2.422833333333334E+009;1.495088785886765E-001;-9.612630307674408E-002;3.951580263674259E-003;2.982184058055282E-003;
2.423000000000000E+009;1.495374441146851E-001;-9.770516306161881E-002;3.940807189792395E-003;2.756061032414436E-003;
2.423166666666667E+009;1.497468799352646E-001;-9.936597198247910E-002;4.052945412695408E-003;2.590961521491408E-003;
2.423333333333334E+009;1.501005887985230E-001;-1.008237898349762E-001;4.312601871788502E-003;2.636926947161555E-003;
2.423500000000000E+009;1.503963768482208E-001;-1.026080325245857E-001;4.313761834055185E-003;2.287990180775523E-003;
2.423666666666667E+009;1.506952196359634E-001;-1.041500493884087E-001;4.458968061953783E-003;2.291770884767175E-003;
2.423833333333334E+009;1.511836051940918E-001;-1.055457219481468E-001;4.604579415172339E-003;2.058201935142279E-003;
2.424000000000000E+009;1.514907181262970E-001;-1.066829189658165E-001;4.534056410193443E-003;1.884057885035873E-003;
2.424166666666667E+009;1.519229263067246E-001;-1.079733371734619E-001;4.648326430469751E-003;1.605427241884172E-003;
2.424333333333334E+009;1.526105254888535E-001;-1.091091260313988E-001;4.767322447150946E-003;1.529895584098995E-003;
2.424500000000000E+009;1.530511081218720E-001;-1.103947311639786E-001;4.888604860752821E-003;1.332891173660755E-003;
2.424666666666667E+009;1.535802632570267E-001;-1.111956760287285E-001;4.809854552149773E-003;1.058187219314277E-003;
2.424833333333334E+009;1.539459377527237E-001;-1.122391968965530E-001;4.964845255017281E-003;1.023499178700149E-003;
2.425000000000000E+009;1.545113623142242E-001;-1.132119819521904E-001;4.951848182827234E-003;7.325364858843386E-004;
2.425166666666667E+009;1.546477377414703E-001;-1.139772236347199E-001;4.946675151586533E-003;3.549287794157863E-004;
2.425333333333334E+009;1.551940888166428E-001;-1.145315989851952E-001;4.984441678971052E-003;4.103648825548589E-004;
2.425500000000000E+009;1.557369083166122E-001;-1.153881847858429E-001;4.993276670575142E-003;8.911505574360490E-005;
2.425666666666667E+009;1.558955162763596E-001;-1.158746853470802E-001;4.957000259310007E-003;-1.550530869280919E-004;
2.425833333333334E+009;1.561428457498550E-001;-1.163630709052086E-001;5.024798680096865E-003;-5.027842707931995E-004;
2.426000000000000E+009;1.563399881124497E-001;-1.168533265590668E-001;4.904731642454863E-003;-5.515508819371462E-004;
2.426166666666667E+009;1.566659659147263E-001;-1.172621250152588E-001;4.972828552126885E-003;-8.594854734838009E-004;
2.426333333333334E+009;1.566957533359528E-001;-1.174232140183449E-001;4.790745209902525E-003;-8.657867438159883E-004;
2.426500000000000E+009;1.566566377878189E-001;-1.175622567534447E-001;4.880473949015141E-003;-1.169719616882503E-003;
2.426666666666667E+009;1.567155718803406E-001;-1.177605465054512E-001;4.747026134282351E-003;-1.338526373729110E-003;
2.426833333333334E+009;1.564308851957321E-001;-1.179675087332726E-001;4.516539629548788E-003;-1.501005142927170E-003;
2.427000000000000E+009;1.561810225248337E-001;-1.181177049875259E-001;4.525448661297560E-003;-1.719286665320396E-003;
2.427166666666667E+009;1.558783352375031E-001;-1.180986016988754E-001;4.389982204884291E-003;-1.981174340471625E-003;
2.427333333333334E+009;1.553166210651398E-001;-1.182084679603577E-001;4.062429070472717E-003;-2.108996501192451E-003;
2.427500000000000E+009;1.549086719751358E-001;-1.183218955993652E-001;4.182611126452684E-003;-2.150278538465500E-003;
2.427666666666667E+009;1.542028039693832E-001;-1.183822453022003E-001;4.077278543263674E-003;-2.281285123899579E-003;
2.427833333333334E+009;1.532617062330246E-001;-1.184550672769547E-001;3.947665914893150E-003;-2.460832241922617E-003;
2.428000000000000E+009;1.524265855550766E-001;-1.186740770936012E-001;3.755843266844750E-003;-2.466573845595121E-003;
2.428166666666667E+009;1.516411453485489E-001;-1.187339201569557E-001;3.761505242437124E-003;-2.551838988438249E-003;
2.428333333333334E+009;1.507866978645325E-001;-1.190118566155434E-001;3.480995772406459E-003;-2.671197289600968E-003;
2.428500000000000E+009;1.496803462505341E-001;-1.191883087158203E-001;3.496790537610650E-003;-2.743056276813150E-003;
2.428666666666667E+009;1.483828723430634E-001;-1.194788962602615E-001;3.330854466184974E-003;-2.768837846815586E-003;
2.428833333333334E+009;1.470290124416351E-001;-1.198256090283394E-001;3.279784461483359E-003;-3.007788909599185E-003;
2.429000000000000E+009;1.457158327102661E-001;-1.201574876904488E-001;2.968840766698122E-003;-2.959351986646652E-003;
2.429166666666667E+009;1.441851407289505E-001;-1.206191852688789E-001;2.978183794766665E-003;-3.101936308667064E-003;
2.429333333333334E+009;1.429048627614975E-001;-1.211650222539902E-001;2.753533422946930E-003;-3.115847706794739E-003;
2.429500000000000E+009;1.414304375648499E-001;-1.217681840062141E-001;2.678064163774252E-003;-3.282745135948062E-003;
2.429666666666667E+009;1.398717015981674E-001;-1.222606897354126E-001;2.586927963420749E-003;-3.259244374930859E-003;
2.429833333333334E+009;1.381666213274002E-001;-1.230269521474838E-001;2.571383258327842E-003;-3.254460636526346E-003;
2.430000000000000E+009;1.365670114755631E-001;-1.239557117223740E-001;2.400045981630683E-003;-3.444971749559045E-003;
2.430166666666667E+009;1.349462270736694E-001;-1.248156279325485E-001;2.372397109866142E-003;-3.308264072984457E-003;
2.430333333333334E+009;1.334560662508011E-001;-1.256096661090851E-001;2.139545977115631E-003;-3.469306509941816E-003;
2.430500000000000E+009;1.316801607608795E-001;-1.266964823007584E-001;2.115685259923339E-003;-3.455132013186812E-003;
2.430666666666667E+009;1.301158815622330E-001;-1.281568855047226E-001;2.048123627901077E-003;-3.445105394348502E-003;
2.430833333333334E+009;1.286012530326843E-001;-1.291918009519577E-001;1.902705174870789E-003;-3.569766879081726E-003;
2.431000000000000E+009;1.271594613790512E-001;-1.301327198743820E-001;1.824036124162376E-003;-3.593836212530732E-003;
2.431166666666667E+009;1.256652027368546E-001;-1.315514743328095E-001;1.697848085314035E-003;-3.644588403403759E-003;
2.431333333333334E+009;1.241162270307541E-001;-1.330558657646179E-001;1.562346122227609E-003;-3.811736358329654E-003;
2.431500000000000E+009;1.226598471403122E-001;-1.344619691371918E-001;1.532203517854214E-003;-3.748673712834716E-003;
2.431666666666667E+009;1.214768812060356E-001;-1.358269304037094E-001;1.384859206154943E-003;-3.788715926930308E-003;
2.431833333333334E+009;1.201586499810219E-001;-1.375081092119217E-001;1.280226977542043E-003;-4.054560791701078E-003;
2.432000000000000E+009;1.189346164464951E-001;-1.389424502849579E-001;1.047058147378266E-003;-3.881643991917372E-003;
2.432166666666667E+009;1.178979501128197E-001;-1.403261274099350E-001;9.071941603906453E-004;-4.023693967610598E-003;
2.432333333333334E+009;1.168977469205856E-001;-1.417937129735947E-001;9.841002756729722E-004;-4.202149342745543E-003;
2.432500000000000E+009;1.158529296517372E-001;-1.435325145721436E-001;7.389935781247914E-004;-4.106370732188225E-003;
2.432666666666667E+009;1.150181069970131E-001;-1.450183242559433E-001;6.989042158238590E-004;-4.268221557140350E-003;
2.432833333333334E+009;1.143562868237495E-001;-1.468072682619095E-001;4.381246399134398E-004;-4.236107226461172E-003;
2.433000000000000E+009;1.136459186673164E-001;-1.480966061353684E-001;3.833321970887482E-004;-4.147449508309364E-003;
2.433166666666667E+009;1.129681766033173E-001;-1.498119682073593E-001;1.067717603291385E-004;-4.132755566388369E-003;
2.433333333333334E+009;1.124346926808357E-001;-1.511199325323105E-001;-1.377376756863669E-004;-4.227967001497746E-003;
2.433500000000000E+009;1.121386140584946E-001;-1.525499522686005E-001;-2.461897092871368E-004;-4.240106791257858E-003;
2.433666666666667E+009;1.118803620338440E-001;-1.541831940412521E-001;-3.639518981799483E-004;-4.143208265304565E-003;
2.433833333333334E+009;1.114630997180939E-001;-1.552794575691223E-001;-7.300926372408867E-004;-4.162198863923550E-003;
2.434000000000000E+009;1.112753227353096E-001;-1.568628549575806E-001;-7.460220367647708E-004;-4.031963646411896E-003;
2.434166666666667E+009;1.108716502785683E-001;-1.580660492181778E-001;-7.120269583538175E-004;-3.833308117464185E-003;
2.434333333333334E+009;1.106731295585632E-001;-1.591279804706574E-001;-1.003145473077893E-003;-4.011573269963265E-003;
2.434500000000000E+009;1.106625869870186E-001;-1.601896435022354E-001;-1.155526260845363E-003;-3.993438091129065E-003;
2.434666666666667E+009;1.105953156948090E-001;-1.613372415304184E-001;-1.339737093076110E-003;-3.850475884974003E-003;
2.434833333333334E+009;1.104351878166199E-001;-1.622525304555893E-001;-1.440801424905658E-003;-3.736689686775208E-003;
2.435000000000000E+009;1.103981435298920E-001;-1.631094366312027E-001;-1.498505123890936E-003;-3.684540046378970E-003;
2.435166666666667E+009;1.103786602616310E-001;-1.639297604560852E-001;-1.740535139106214E-003;-3.627753816545010E-003;
2.435333333333334E+009;1.103414446115494E-001;-1.646050810813904E-001;-1.932672807015479E-003;-3.463367465883493E-003;
2.435500000000000E+009;1.102097034454346E-001;-1.652831882238388E-001;-2.019264968112111E-003;-3.319696057587862E-003;
2.435666666666667E+009;1.102349385619164E-001;-1.658487617969513E-001;-1.963544869795442E-003;-3.244927851483226E-003;
2.435833333333334E+009;1.103537604212761E-001;-1.661116331815720E-001;-2.094382885843515E-003;-3.203220898285508E-003;
2.436000000000000E+009;1.100695803761482E-001;-1.665926724672318E-001;-2.171665430068970E-003;-3.277385607361794E-003;
2.436166666666667E+009;1.098014116287231E-001;-1.667832583189011E-001;-2.334583783522248E-003;-3.023036289960146E-003;
2.436333333333334E+009;1.097704768180847E-001;-1.670789569616318E-001;-2.383691491559148E-003;-2.833805279806256E-003;
2.436500000000000E+009;1.095931977033615E-001;-1.672364324331284E-001;-2.379843499511480E-003;-2.798424568027258E-003;
2.436666666666667E+009;1.093014851212502E-001;-1.673712581396103E-001;-2.494365675374866E-003;-2.621444640681148E-003;
2.436833333333334E+009;1.088133156299591E-001;-1.673944443464279E-001;-2.506681950762868E-003;-2.631001174449921E-003;
2.437000000000000E+009;1.085171550512314E-001;-1.673802584409714E-001;-2.683915896341205E-003;-2.457068068906665E-003;
2.437166666666667E+009;1.080254092812538E-001;-1.674842685461044E-001;-2.655213931575418E-003;-2.348289126530290E-003;
2.437333333333334E+009;1.073686033487320E-001;-1.673521697521210E-001;-2.862888388335705E-003;-2.230450278148055E-003;
2.437500000000000E+009;1.067625954747200E-001;-1.669155955314636E-001;-2.786108758300543E-003;-2.163063269108534E-003;
2.437666666666667E+009;1.059670746326447E-001;-1.669566184282303E-001;-2.786960918456316E-003;-1.959247514605522E-003;
2.437833333333334E+009;1.052012071013451E-001;-1.667367964982987E-001;-2.843726659193635E-003;-1.944468240253627E-003;
2.438000000000000E+009;1.043233498930931E-001;-1.665179729461670E-001;-2.980491844937205E-003;-1.702678389847279E-003;
2.438166666666667E+009;1.033782362937927E-001;-1.664796471595764E-001;-3.039862494915724E-003;-1.767308916896582E-003;
2.438333333333334E+009;1.021186187863350E-001;-1.660860180854797E-001;-3.025551559403539E-003;-1.635177992284298E-003;
2.438500000000000E+009;1.011459231376648E-001;-1.660751253366470E-001;-3.040022216737270E-003;-1.537722884677351E-003;
2.438666666666667E+009;1.000267341732979E-001;-1.659883558750153E-001;-3.049500985071063E-003;-1.513763563707471E-003;
2.438833333333334E+009;9.861626476049423E-002;-1.657065600156784E-001;-3.072752850130200E-003;-1.374829327687621E-003;
2.439000000000000E+009;9.735443443059921E-002;-1.657170355319977E-001;-2.966936444863677E-003;-1.152762677520514E-003;
2.439166666666667E+009;9.608089923858643E-002;-1.656298339366913E-001;-3.155555808916688E-003;-1.122093177400529E-003;
2.439333333333334E+009;9.438621997833252E-002;-1.656852364540100E-001;-3.057439345866442E-003;-1.074283849447966E-003;
