# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.439833333333334E+009;1.168187707662582E-001;-1.401188671588898E-001;-5.897518713027239E-004;-5.086494609713554E-003;
2.440000000000000E+009;1.155725866556168E-001;-1.405184268951416E-001;-6.380034028552473E-004;-5.050694569945335E-003;
2.440166666666667E+009;1.140138879418373E-001;-1.408736556768417E-001;-8.115445962175727E-004;-4.995978437364101E-003;
2.440333333333334E+009;1.127627193927765E-001;-1.413101255893707E-001;-8.444975828751922E-004;-4.858118481934071E-003;
2.440500000000000E+009;1.110531389713287E-001;-1.417737305164337E-001;-8.690454997122288E-004;-4.709494765847921E-003;
2.440666666666667E+009;1.096350252628326E-001;-1.424209177494049E-001;-7.783081382513046E-004;-4.722674377262592E-003;
2.440833333333334E+009;1.082065775990486E-001;-1.429922580718994E-001;-8.521946729160845E-004;-4.886520095169544E-003;
2.441000000000000E+009;1.068584918975830E-001;-1.437989920377731E-001;-1.054059830494225E-003;-4.948282614350319E-003;
2.441166666666667E+009;1.054085046052933E-001;-1.447258740663528E-001;-9.284021798521280E-004;-4.769396502524614E-003;
2.441333333333334E+009;1.039030030369759E-001;-1.456065475940704E-001;-9.892196394503117E-004;-4.802138544619083E-003;
2.441500000000000E+009;1.025551930069923E-001;-1.465851068496704E-001;-9.092857944779098E-004;-4.902143497020006E-003;
2.441666666666667E+009;1.011603027582169E-001;-1.477179527282715E-001;-9.527016663923860E-004;-4.899780731648207E-003;
2.441833333333334E+009;9.995076060295105E-002;-1.488460004329681E-001;-1.008277526125312E-003;-4.978766664862633E-003;
2.442000000000000E+009;9.847021102905273E-002;-1.500781476497650E-001;-1.172568532638252E-003;-5.087892990559340E-003;
2.442166666666667E+009;9.734869003295898E-002;-1.511196643114090E-001;-1.216196687892079E-003;-4.992240108549595E-003;
2.442333333333334E+009;9.629110991954804E-002;-1.524866372346878E-001;-1.317910267971456E-003;-5.341038573533297E-003;
2.442500000000000E+009;9.516034275293350E-002;-1.536084264516830E-001;-1.325968070887029E-003;-5.423134658485651E-003;
2.442666666666667E+009;9.413152188062668E-002;-1.549583375453949E-001;-1.562784076668322E-003;-5.346876569092274E-003;
2.442833333333334E+009;9.301200509071350E-002;-1.561139374971390E-001;-1.818642602302134E-003;-5.546356551349163E-003;
2.443000000000000E+009;9.227216988801956E-002;-1.573748141527176E-001;-1.962098293006420E-003;-5.671117454767227E-003;
2.443166666666667E+009;9.127184003591538E-002;-1.587669849395752E-001;-2.122209407389164E-003;-5.758504383265972E-003;
2.443333333333334E+009;9.068104624748230E-002;-1.599195599555969E-001;-2.465015277266502E-003;-5.783068947494030E-003;
2.443500000000000E+009;8.980607986450195E-002;-1.612433493137360E-001;-2.678971737623215E-003;-5.876537878066301E-003;
2.443666666666667E+009;8.930476009845734E-002;-1.622690707445145E-001;-2.996962051838636E-003;-5.777692422270775E-003;
2.443833333333334E+009;8.849851042032242E-002;-1.635238379240036E-001;-3.232039511203766E-003;-5.816707387566567E-003;
2.444000000000000E+009;8.802153915166855E-002;-1.644745916128159E-001;-3.539791563525796E-003;-5.812677089124918E-003;
2.444166666666667E+009;8.766945451498032E-002;-1.655064523220062E-001;-3.939776681363583E-003;-5.830397829413414E-003;
2.444333333333334E+009;8.711157739162445E-002;-1.663671433925629E-001;-4.212734755128622E-003;-5.573225673288107E-003;
2.444500000000000E+009;8.647447824478149E-002;-1.671222299337387E-001;-4.553262609988451E-003;-5.512195173650980E-003;
2.444666666666667E+009;8.627318590879440E-002;-1.677819639444351E-001;-4.704289603978396E-003;-5.304773803800345E-003;
2.444833333333334E+009;8.598341047763825E-002;-1.684462279081345E-001;-5.013318266719580E-003;-5.192157346755266E-003;
2.445000000000000E+009;8.561775833368301E-002;-1.689164787530899E-001;-5.362414754927158E-003;-4.964727908372879E-003;
2.445166666666667E+009;8.549082279205322E-002;-1.696186214685440E-001;-5.479543004184961E-003;-4.709692671895027E-003;
2.445333333333334E+009;8.526417613029480E-002;-1.699878871440888E-001;-5.696358624845743E-003;-4.441334865987301E-003;
2.445500000000000E+009;8.497987687587738E-002;-1.701679825782776E-001;-5.886014085263014E-003;-4.210818558931351E-003;
2.445666666666667E+009;8.472713828086853E-002;-1.705243736505508E-001;-6.126766093075275E-003;-4.086373373866081E-003;
2.445833333333334E+009;8.473525941371918E-002;-1.706318557262421E-001;-6.240357179194689E-003;-3.663008101284504E-003;
2.446000000000000E+009;8.454611152410507E-002;-1.707313954830170E-001;-6.371763069182634E-003;-3.379362169653177E-003;
2.446166666666667E+009;8.445932716131210E-002;-1.706312447786331E-001;-6.483754143118858E-003;-3.022363176569343E-003;
2.446333333333334E+009;8.408222347497940E-002;-1.706517040729523E-001;-6.648523733019829E-003;-2.853680867701769E-003;
2.446500000000000E+009;8.403496444225311E-002;-1.706603169441223E-001;-6.754468195140362E-003;-2.601325977593660E-003;
2.446666666666667E+009;8.367807418107987E-002;-1.704288572072983E-001;-6.620417814701796E-003;-2.261750865727663E-003;
2.446833333333334E+009;8.313018083572388E-002;-1.701103299856186E-001;-6.792833097279072E-003;-1.940033980645239E-003;
2.447000000000000E+009;8.275935798883438E-002;-1.698164790868759E-001;-6.777819711714983E-003;-1.905025681480765E-003;
2.447166666666667E+009;8.251100778579712E-002;-1.695525348186493E-001;-6.790348794311285E-003;-1.597810420207679E-003;
2.447333333333334E+009;8.164748549461365E-002;-1.690843552350998E-001;-6.935334298759699E-003;-1.432042568922043E-003;
2.447500000000000E+009;8.137295395135880E-002;-1.688726842403412E-001;-7.022049278020859E-003;-1.170685747638345E-003;
2.447666666666667E+009;8.062329888343811E-002;-1.683145910501480E-001;-7.056315895169973E-003;-7.795188575983048E-004;
2.447833333333334E+009;7.995931059122086E-002;-1.677989214658737E-001;-7.022015750408173E-003;-7.055667228996754E-004;
2.448000000000000E+009;7.928603142499924E-002;-1.675769388675690E-001;-7.087745703756809E-003;-2.662160259205848E-004;
2.448166666666667E+009;7.831461727619171E-002;-1.671310216188431E-001;-7.088069338351488E-003;-1.243930164491758E-004;
2.448333333333334E+009;7.753771543502808E-002;-1.667959094047546E-001;-7.042197510600090E-003;1.362234033877030E-004;
2.448500000000000E+009;7.638660073280335E-002;-1.665810346603394E-001;-6.903625559061766E-003;3.408182237762958E-004;
2.448666666666667E+009;7.541785389184952E-002;-1.663128435611725E-001;-6.788886152207851E-003;7.570015150122345E-004;
2.448833333333334E+009;7.427407801151276E-002;-1.659858822822571E-001;-6.767275743186474E-003;1.043550902977586E-003;
2.449000000000000E+009;7.286387681961060E-002;-1.659150272607803E-001;-6.640946026891470E-003;1.216240343637765E-003;
2.449166666666667E+009;7.148653268814087E-002;-1.657446026802063E-001;-6.586074363440275E-003;1.376638887450099E-003;
2.449333333333334E+009;7.000394165515900E-002;-1.655906140804291E-001;-6.535502150654793E-003;1.555443508550525E-003;
2.449500000000000E+009;6.848144531250000E-002;-1.654559522867203E-001;-6.375470664352179E-003;1.782224862836301E-003;
2.449666666666667E+009;6.699313223361969E-002;-1.653360575437546E-001;-6.001509260386229E-003;2.125966362655163E-003;
2.449833333333334E+009;6.538105756044388E-002;-1.653108298778534E-001;-5.978306755423546E-003;2.098586643114686E-003;
2.450000000000000E+009;6.364073604345322E-002;-1.655294001102448E-001;-5.858975928276777E-003;2.408164087682962E-003;
2.450166666666667E+009;6.184158846735954E-002;-1.656128168106079E-001;-5.641516298055649E-003;2.390899695456028E-003;
2.450333333333334E+009;6.025469675660133E-002;-1.655640304088593E-001;-5.597087088972330E-003;2.640623599290848E-003;
2.450500000000000E+009;5.865966156125069E-002;-1.658931076526642E-001;-5.355046130716801E-003;2.501714974641800E-003;
2.450666666666667E+009;5.688444897532463E-002;-1.660771518945694E-001;-5.319433286786079E-003;2.695280825719237E-003;
2.450833333333334E+009;5.541227012872696E-002;-1.665609627962112E-001;-5.131044890731573E-003;2.721515716984868E-003;
2.451000000000000E+009;5.344232544302940E-002;-1.668063104152679E-001;-4.939008504152298E-003;2.981625264510512E-003;
2.451166666666667E+009;5.221178382635117E-002;-1.673925071954727E-001;-4.960473161190748E-003;2.989769913256168E-003;
2.451333333333334E+009;5.059455707669258E-002;-1.680115163326263E-001;-4.910183604806662E-003;3.038558410480619E-003;
2.451500000000000E+009;4.933354631066322E-002;-1.686281561851502E-001;-4.772990010678768E-003;3.233507741242647E-003;
2.451666666666667E+009;4.785454273223877E-002;-1.693339943885803E-001;-4.694357048720121E-003;3.268013941124082E-003;
2.451833333333334E+009;4.651644080877304E-002;-1.701501160860062E-001;-4.502787720412016E-003;3.177844220772386E-003;
2.452000000000000E+009;4.524562135338783E-002;-1.709046661853790E-001;-4.523613024502993E-003;3.507797373458743E-003;
2.452166666666667E+009;4.425566643476486E-002;-1.719904243946075E-001;-4.254897590726614E-003;3.500254126265645E-003;
2.452333333333334E+009;4.338440299034119E-002;-1.727214008569717E-001;-4.347053822129965E-003;3.599483054131270E-003;
2.452500000000000E+009;4.242284223437309E-002;-1.739954948425293E-001;-4.217812325805426E-003;3.782043699175119E-003;
2.452666666666667E+009;4.154864698648453E-002;-1.749480217695236E-001;-4.091147799044848E-003;3.730084514245391E-003;
2.452833333333334E+009;4.062982648611069E-002;-1.760547310113907E-001;-4.037047270685434E-003;3.641715971753001E-003;
2.453000000000000E+009;3.984330594539642E-002;-1.770987510681152E-001;-3.961700014770031E-003;3.833747701719403E-003;
2.453166666666667E+009;3.932972252368927E-002;-1.782256364822388E-001;-3.877661423757672E-003;3.869154490530491E-003;
2.453333333333334E+009;3.882025554776192E-002;-1.792999207973480E-001;-3.868237603455782E-003;3.904318436980248E-003;
2.453500000000000E+009;3.837711736559868E-002;-1.804763972759247E-001;-3.794086398556829E-003;3.957817796617746E-003;
2.453666666666667E+009;3.818583488464356E-002;-1.815490275621414E-001;-3.722052089869976E-003;4.137812647968531E-003;
2.453833333333334E+009;3.767234832048416E-002;-1.825093030929565E-001;-3.684192197397351E-003;4.200932569801807E-003;
2.454000000000000E+009;3.736434131860733E-002;-1.834894865751267E-001;-3.668116172775626E-003;4.234488122165203E-003;
2.454166666666667E+009;3.727897629141808E-002;-1.844478100538254E-001;-3.588629188016057E-003;4.382023122161627E-003;
2.454333333333334E+009;3.709185868501663E-002;-1.854646354913712E-001;-3.566922387108207E-003;4.400695674121380E-003;
2.454500000000000E+009;3.723007440567017E-002;-1.861482113599777E-001;-3.413369646295905E-003;4.734961781650782E-003;
2.454666666666667E+009;3.732065856456757E-002;-1.869732141494751E-001;-3.387228120118380E-003;4.729378968477249E-003;
2.454833333333334E+009;3.727553039789200E-002;-1.877735853195190E-001;-3.142635570839047E-003;4.788888152688742E-003;
2.455000000000000E+009;3.751944378018379E-002;-1.884424984455109E-001;-2.975343493744731E-003;4.932420328259468E-003;
2.455166666666667E+009;3.772613033652306E-002;-1.890370249748230E-001;-3.060095710679889E-003;5.059445276856422E-003;
2.455333333333334E+009;3.786125779151917E-002;-1.896022707223892E-001;-2.806714037433267E-003;5.239879246801138E-003;
2.455500000000000E+009;3.818287700414658E-002;-1.898943334817886E-001;-2.718823030591011E-003;5.284636747092009E-003;
2.455666666666667E+009;3.835200890898705E-002;-1.902397423982620E-001;-2.570760203525424E-003;5.296466406434774E-003;
2.455833333333334E+009;3.857203945517540E-002;-1.906928867101669E-001;-2.562697278335691E-003;5.398251116275787E-003;
2.456000000000000E+009;3.881921246647835E-002;-1.908689290285111E-001;-2.271868055686355E-003;5.698151886463165E-003;
2.456166666666667E+009;3.901016712188721E-002;-1.908788681030273E-001;-2.284107962623239E-003;5.618240684270859E-003;
2.456333333333334E+009;3.890288621187210E-002;-1.909597069025040E-001;-2.203714568167925E-003;5.857787560671568E-003;
2.456500000000000E+009;3.884791955351830E-002;-1.909490525722504E-001;-2.002601977437735E-003;6.049682386219502E-003;
2.456666666666667E+009;3.889076784253120E-002;-1.907190531492233E-001;-1.833108952268958E-003;6.110027898102999E-003;
2.456833333333334E+009;3.877438604831696E-002;-1.903285235166550E-001;-1.672835787758231E-003;6.189903710037470E-003;
2.457000000000000E+009;3.855458274483681E-002;-1.900142133235931E-001;-1.570717780850828E-003;6.393175106495619E-003;
2.457166666666667E+009;3.830671310424805E-002;-1.896873116493225E-001;-1.408228301443160E-003;6.525592878460884E-003;
2.457333333333334E+009;3.803118690848351E-002;-1.892727017402649E-001;-1.043373835273087E-003;6.591889541596174E-003;
2.457500000000000E+009;3.749290108680725E-002;-1.885566860437393E-001;-9.007696062326431E-004;6.865558680146933E-003;
2.457666666666667E+009;3.699142858386040E-002;-1.878814250230789E-001;-7.509175920858979E-004;6.901257205754519E-003;
2.457833333333334E+009;3.642483428120613E-002;-1.871661096811295E-001;-2.034642820945010E-004;7.001538295298815E-003;
2.458000000000000E+009;3.569702804088593E-002;-1.865064203739166E-001;-1.112941972678527E-004;6.963324733078480E-003;
2.458166666666667E+009;3.495257347822189E-002;-1.854573339223862E-001;2.433142799418420E-004;7.086875382810831E-003;
2.458333333333334E+009;3.389849141240120E-002;-1.847690343856812E-001;5.761801148764789E-004;7.131600286811590E-003;
2.458500000000000E+009;3.298997506499291E-002;-1.836893260478973E-001;9.602103964425623E-004;6.915711797773838E-003;
2.458666666666667E+009;3.191386163234711E-002;-1.829905658960342E-001;1.160813029855490E-003;7.000657264143229E-003;
2.458833333333334E+009;3.086164221167564E-002;-1.817755699157715E-001;1.651179278269410E-003;6.934876553714275E-003;
2.459000000000000E+009;2.952805347740650E-002;-1.810315251350403E-001;1.714841811917722E-003;6.873969454318285E-003;
2.459166666666667E+009;2.805896848440170E-002;-1.800371855497360E-001;2.195643959566951E-003;6.814826279878616E-003;
2.459333333333334E+009;2.674361318349838E-002;-1.790449023246765E-001;2.441663993522525E-003;6.375438999384642E-003;
2.459500000000000E+009;2.515568956732750E-002;-1.781259626150131E-001;2.586536109447479E-003;6.358825601637363E-003;
2.459666666666667E+009;2.355042099952698E-002;-1.773772388696671E-001;2.973007969558239E-003;6.147933192551136E-003;
2.459833333333334E+009;2.200409583747387E-002;-1.766047924757004E-001;3.291232977062464E-003;6.013646256178618E-003;
2.460000000000000E+009;2.038916014134884E-002;-1.760001629590988E-001;3.308937884867191E-003;5.924417171627283E-003;
2.460166666666667E+009;1.840610802173615E-002;-1.753181666135788E-001;3.501567523926497E-003;5.629662889987230E-003;
2.460333333333334E+009;1.665536500513554E-002;-1.748158782720566E-001;3.542251884937286E-003;5.476188380271196E-003;
2.460500000000000E+009;1.498961076140404E-002;-1.741864383220673E-001;3.662408329546452E-003;5.264379549771547E-003;
2.460666666666667E+009;1.287900842726231E-002;-1.740001142024994E-001;3.707431256771088E-003;5.064534023404121E-003;
2.460833333333334E+009;1.098478399217129E-002;-1.736884415149689E-001;3.793350420892239E-003;5.088296718895435E-003;
2.461000000000000E+009;9.228338487446308E-003;-1.737042367458344E-001;3.839952172711492E-003;4.900381900370121E-003;
2.461166666666667E+009;6.980678532272577E-003;-1.733919829130173E-001;3.950756043195725E-003;4.761041607707739E-003;
2.461333333333334E+009;5.106675904244185E-003;-1.736928224563599E-001;4.077179357409477E-003;4.645186942070723E-003;
2.461500000000000E+009;2.845646813511848E-003;-1.738725304603577E-001;4.193330183625221E-003;4.616331309080124E-003;
2.461666666666667E+009;1.008989987894893E-003;-1.740185469388962E-001;4.151013679802418E-003;4.437732510268688E-003;
2.461833333333334E+009;-1.139739644713700E-003;-1.742636114358902E-001;4.312703385949135E-003;4.299203865230084E-003;
2.462000000000000E+009;-3.205743618309498E-003;-1.747672110795975E-001;4.463716875761747E-003;4.269869998097420E-003;
2.462166666666667E+009;-5.286891013383865E-003;-1.752093434333801E-001;4.390787333250046E-003;4.207788500934839E-003;
2.462333333333334E+009;-7.274609990417957E-003;-1.755568087100983E-001;4.495532717555761E-003;4.016666673123837E-003;
2.462500000000000E+009;-9.332199580967426E-003;-1.762888282537460E-001;4.686220549046993E-003;3.898891853168607E-003;
2.462666666666667E+009;-1.110591366887093E-002;-1.770365685224533E-001;4.765704739838839E-003;3.733353456482291E-003;
2.462833333333334E+009;-1.310217287391424E-002;-1.774594336748123E-001;4.954478237777948E-003;3.613904118537903E-003;
2.463000000000000E+009;-1.490173302590847E-002;-1.782968193292618E-001;4.937609191983938E-003;3.569065360352397E-003;
2.463166666666667E+009;-1.662043854594231E-002;-1.787991970777512E-001;5.013701971620321E-003;3.447750583291054E-003;
2.463333333333334E+009;-1.813983544707298E-002;-1.797467768192291E-001;5.138328298926354E-003;3.365909215062857E-003;
2.463500000000000E+009;-1.963739842176437E-002;-1.803607195615768E-001;5.212675314396620E-003;3.251833142712712E-003;
2.463666666666667E+009;-2.121667191386223E-002;-1.809870451688767E-001;5.328846629709005E-003;3.094089217483997E-003;
2.463833333333334E+009;-2.244528569281101E-002;-1.815789341926575E-001;5.465695168823004E-003;2.901560859754682E-003;
2.464000000000000E+009;-2.373292297124863E-002;-1.822636723518372E-001;5.605688318610191E-003;2.797567984089255E-003;
2.464166666666667E+009;-2.494655735790730E-002;-1.827127188444138E-001;5.675067193806171E-003;2.598878927528858E-003;
2.464333333333334E+009;-2.594338171184063E-002;-1.834963262081146E-001;5.906396079808474E-003;2.369541907683015E-003;
2.464500000000000E+009;-2.676853537559509E-002;-1.840456426143646E-001;6.115329451858997E-003;2.235351130366325E-003;
2.464666666666667E+009;-2.766486443579197E-002;-1.845252066850662E-001;6.217184010893107E-003;2.068491652607918E-003;
2.464833333333334E+009;-2.831476181745529E-002;-1.850253939628601E-001;6.102020852267742E-003;1.776359975337982E-003;
2.465000000000000E+009;-2.906901761889458E-002;-1.852101236581802E-001;6.241836119443178E-003;1.542860176414251E-003;
2.465166666666667E+009;-2.958264760673046E-002;-1.856925636529923E-001;6.313932593911886E-003;1.272405730560422E-003;
2.465333333333334E+009;-3.001113794744015E-002;-1.859559267759323E-001;6.406083237379789E-003;1.051954110153019E-003;
2.465500000000000E+009;-3.030343167483807E-002;-1.863272488117218E-001;6.279439665377140E-003;7.686415337957442E-004;
2.465666666666667E+009;-3.082815743982792E-002;-1.865476369857788E-001;6.255629938095808E-003;4.621238331310451E-004;
2.465833333333334E+009;-3.110147826373577E-002;-1.869209706783295E-001;6.270571146160364E-003;2.612170355860144E-004;
2.466000000000000E+009;-3.152644634246826E-002;-1.868418008089066E-001;6.195019464939833E-003;3.172638389514759E-005;
2.466166666666667E+009;-3.183501958847046E-002;-1.870730221271515E-001;6.050355266779661E-003;-2.614354016259313E-004;
2.466333333333334E+009;-3.218926116824150E-002;-1.870245635509491E-001;5.984846036881208E-003;-3.820180718321353E-004;
2.466500000000000E+009;-3.246829286217690E-002;-1.867184489965439E-001;5.827951710671186E-003;-5.294675938785076E-004;
2.466666666666667E+009;-3.252409026026726E-002;-1.866222470998764E-001;5.849199369549751E-003;-6.316607468761504E-004;
2.466833333333334E+009;-3.285192698240280E-002;-1.862810403108597E-001;5.591168534010649E-003;-7.492481963708997E-004;
2.467000000000000E+009;-3.314492851495743E-002;-1.860929727554321E-001;5.532850977033377E-003;-9.204143425449729E-004;
2.467166666666667E+009;-3.363362699747086E-002;-1.855357885360718E-001;5.584364756941795E-003;-1.024746219627559E-003;
2.467333333333334E+009;-3.380041569471359E-002;-1.850800812244415E-001;5.498251877725124E-003;-1.170299132354558E-003;
2.467500000000000E+009;-3.412241488695145E-002;-1.845546662807465E-001;5.403790622949600E-003;-1.221042708493769E-003;
2.467666666666667E+009;-3.462673351168633E-002;-1.838847696781158E-001;5.342223681509495E-003;-1.361898262985051E-003;
2.467833333333334E+009;-3.497571125626564E-002;-1.831533461809158E-001;5.343823693692684E-003;-1.637284411117435E-003;
2.468000000000000E+009;-3.547451645135880E-002;-1.826795637607575E-001;5.400267429649830E-003;-1.644848845899105E-003;
2.468166666666667E+009;-3.583017364144325E-002;-1.820603907108307E-001;5.226043052971363E-003;-1.712106401100755E-003;
2.468333333333334E+009;-3.669932484626770E-002;-1.811669766902924E-001;5.223241634666920E-003;-2.070053480565548E-003;
2.468500000000000E+009;-3.749638050794601E-002;-1.804066151380539E-001;5.132904276251793E-003;-2.165528479963541E-003;
2.468666666666667E+009;-3.812945634126663E-002;-1.795231699943543E-001;5.086722318083048E-003;-2.324040047824383E-003;
2.468833333333334E+009;-3.904163092374802E-002;-1.789622157812119E-001;5.053985863924027E-003;-2.341214800253511E-003;
2.469000000000000E+009;-4.002032056450844E-002;-1.781138330698013E-001;4.897857084870338E-003;-2.514722291380167E-003;
2.469166666666667E+009;-4.109521582722664E-002;-1.772954165935516E-001;4.822190850973129E-003;-2.734247362241149E-003;
2.469333333333334E+009;-4.231175780296326E-002;-1.764266043901444E-001;4.687021952122450E-003;-2.810678910464048E-003;
2.469500000000000E+009;-4.376325383782387E-002;-1.756478399038315E-001;4.593125544488430E-003;-2.927519148215652E-003;
2.469666666666667E+009;-4.483381286263466E-002;-1.748207360506058E-001;4.573129117488861E-003;-3.248262684792280E-003;
2.469833333333334E+009;-4.622373729944229E-002;-1.738285273313522E-001;4.335897043347359E-003;-3.155661746859551E-003;
2.470000000000000E+009;-4.755773767828941E-002;-1.729270070791245E-001;4.241846036165953E-003;-3.227976150810719E-003;
2.470166666666667E+009;-4.920984804630280E-002;-1.723359823226929E-001;4.106614273041487E-003;-3.260252298787236E-003;
2.470333333333334E+009;-5.057234317064285E-002;-1.716269552707672E-001;4.074031021445990E-003;-3.268183209002018E-003;
2.470500000000000E+009;-5.249041691422463E-002;-1.708651036024094E-001;3.928649704903364E-003;-3.273213282227516E-003;
2.470666666666667E+009;-5.400648713111877E-002;-1.699340790510178E-001;3.820752492174506E-003;-3.555215196684003E-003;
2.470833333333334E+009;-5.569167435169220E-002;-1.693594753742218E-001;3.716202452778816E-003;-3.611817955970764E-003;
2.471000000000000E+009;-5.737449228763580E-002;-1.685663014650345E-001;3.664223942905664E-003;-3.461607266217470E-003;
2.471166666666667E+009;-5.926781892776489E-002;-1.681245118379593E-001;3.524333704262972E-003;-3.569317981600761E-003;
2.471333333333334E+009;-6.099887192249298E-002;-1.672108173370361E-001;3.425664734095335E-003;-3.641415387392044E-003;
2.471500000000000E+009;-6.270307302474976E-002;-1.666947305202484E-001;3.368509467691183E-003;-3.698685439303517E-003;
2.471666666666667E+009;-6.455606222152710E-002;-1.660507917404175E-001;3.351035760715604E-003;-3.773064119741321E-003;
2.471833333333334E+009;-6.621779501438141E-002;-1.657619178295136E-001;3.182704327628017E-003;-3.745588706806302E-003;
2.472000000000000E+009;-6.781165301799774E-002;-1.654128730297089E-001;3.082709386944771E-003;-3.786903806030750E-003;
2.472166666666667E+009;-6.938217580318451E-002;-1.650467067956924E-001;3.003181889653206E-003;-3.812881419435144E-003;
2.472333333333334E+009;-7.121135294437408E-002;-1.646237224340439E-001;2.930668415501714E-003;-3.878448624163866E-003;
2.472500000000000E+009;-7.282777130603790E-002;-1.643466204404831E-001;3.057510592043400E-003;-3.905505873262882E-003;
2.472666666666667E+009;-7.432592660188675E-002;-1.642721891403198E-001;2.824995899572969E-003;-3.969901707023382E-003;
2.472833333333334E+009;-7.601498067378998E-002;-1.639238744974136E-001;2.772770123556256E-003;-4.014600999653339E-003;
2.473000000000000E+009;-7.742381095886231E-002;-1.637896150350571E-001;2.778455847874284E-003;-4.033512901514769E-003;
2.473166666666667E+009;-7.849009335041046E-002;-1.638843268156052E-001;2.730358857661486E-003;-4.020701162517071E-003;
2.473333333333334E+009;-7.986187189817429E-002;-1.635243594646454E-001;2.812239108607173E-003;-4.147615283727646E-003;
2.473500000000000E+009;-8.127543330192566E-002;-1.635735929012299E-001;2.698874333873391E-003;-4.199290648102760E-003;
2.473666666666667E+009;-8.249381184577942E-002;-1.633476614952087E-001;2.680637175217271E-003;-4.294777754694223E-003;
2.473833333333334E+009;-8.364822715520859E-002;-1.632163226604462E-001;2.709232736378908E-003;-4.272968042641878E-003;
2.474000000000000E+009;-8.460191637277603E-002;-1.631008684635162E-001;2.566980430856347E-003;-4.486422520130873E-003;
2.474166666666667E+009;-8.562780171632767E-002;-1.630706340074539E-001;2.646336099132896E-003;-4.606991074979305E-003;
2.474333333333334E+009;-8.656059950590134E-002;-1.628086715936661E-001;2.573072211816907E-003;-4.754653200507164E-003;
2.474500000000000E+009;-8.746416866779327E-002;-1.626868247985840E-001;2.535754814743996E-003;-4.910799674689770E-003;
2.474666666666667E+009;-8.824811875820160E-002;-1.623270511627197E-001;2.400442026555538E-003;-5.156465340405703E-003;
2.474833333333334E+009;-8.876890689134598E-002;-1.620499044656754E-001;2.246076008304954E-003;-5.190319381654263E-003;
2.475000000000000E+009;-8.947847783565521E-002;-1.616650074720383E-001;2.238621702417731E-003;-5.462161265313625E-003;
2.475166666666667E+009;-9.027155488729477E-002;-1.613350659608841E-001;2.172438427805901E-003;-5.495670251548290E-003;
2.475333333333334E+009;-9.084097295999527E-002;-1.611153185367584E-001;1.947247888892889E-003;-5.768349394202232E-003;
2.475500000000000E+009;-9.111418575048447E-002;-1.607486307621002E-001;1.812469330616295E-003;-5.938494578003883E-003;
2.475666666666667E+009;-9.168462455272675E-002;-1.601993292570114E-001;1.453483011573553E-003;-6.161765195429325E-003;
2.475833333333334E+009;-9.232161194086075E-002;-1.595174223184586E-001;1.421017921529710E-003;-6.202341523021460E-003;
2.476000000000000E+009;-9.286512434482575E-002;-1.590194553136826E-001;1.072622835636139E-003;-6.338129751384258E-003;
2.476166666666667E+009;-9.333700686693192E-002;-1.582219153642654E-001;8.559262496419251E-004;-6.474281195551157E-003;
2.476333333333334E+009;-9.376306086778641E-002;-1.575508266687393E-001;5.130154313519597E-004;-6.495985668152571E-003;
2.476500000000000E+009;-9.426172077655792E-002;-1.566867083311081E-001;3.505813074298203E-004;-6.647970527410507E-003;
2.476666666666667E+009;-9.487593173980713E-002;-1.557556539773941E-001;-9.164399671135470E-006;-6.556268315762281E-003;
2.476833333333334E+009;-9.524132311344147E-002;-1.546986401081085E-001;-1.864681107690558E-004;-6.645474117249250E-003;
2.477000000000000E+009;-9.577947854995728E-002;-1.537833660840988E-001;-4.961478407494724E-004;-6.604861933737993E-003;
2.477166666666667E+009;-9.638215601444244E-002;-1.525417566299439E-001;-8.519403636455536E-004;-6.579159293323755E-003;
2.477333333333334E+009;-9.705853462219238E-002;-1.513424962759018E-001;-1.046344754286110E-003;-6.734059657901526E-003;
2.477500000000000E+009;-9.761929512023926E-002;-1.498783081769943E-001;-1.320419134572148E-003;-6.693424656987190E-003;
2.477666666666667E+009;-9.832797944545746E-002;-1.485473513603210E-001;-1.452679629437625E-003;-6.552733946591616E-003;
2.477833333333334E+009;-9.906414896249771E-002;-1.469899713993073E-001;-1.843918464146555E-003;-6.408566143363714E-003;
2.478000000000000E+009;-9.975047409534454E-002;-1.455757170915604E-001;-2.043388085439801E-003;-6.447129417210817E-003;
2.478166666666667E+009;-1.003743261098862E-001;-1.440341472625732E-001;-2.270364202558994E-003;-6.293715909123421E-003;
2.478333333333334E+009;-1.012853831052780E-001;-1.423110663890839E-001;-2.560057211667299E-003;-6.285484880208969E-003;
2.478500000000000E+009;-1.023126989603043E-001;-1.406349837779999E-001;-2.802578033879399E-003;-6.203993223607540E-003;
2.478666666666667E+009;-1.031040325760841E-001;-1.389817148447037E-001;-3.049758262932301E-003;-6.011112127453089E-003;
2.478833333333334E+009;-1.040120720863342E-001;-1.374637037515640E-001;-3.251118818297982E-003;-5.850784480571747E-003;
2.479000000000000E+009;-1.050179526209831E-001;-1.357743740081787E-001;-3.553639864549041E-003;-5.607557948678732E-003;
2.479166666666667E+009;-1.059892773628235E-001;-1.340912282466888E-001;-3.797980025410652E-003;-5.547182168811560E-003;
2.479333333333334E+009;-1.069248393177986E-001;-1.324331462383270E-001;-3.979464992880821E-003;-5.418151151388884E-003;
